benchmark_id,benchmark_name,estimated_difficulty,slope,mask
66,MMLU-stem,"[-1.3035296, -0.91471595, -0.40662226, 1.7384448, 0.20873745, -2.713845, -0.040503595, 0.3441032, -1.2939374, -17.661526, -2.3983607, -1.5535324, 0.3360844, -1.2435017, 0.08685018, -0.4976326, -0.29744628, -0.37924048, 2.2080116, -0.029202119]",1.0,"[-9.232955932617188, 3.2502520084381104, -8.547407150268555, -9.630200386047363, -9.217782974243164, -6.8742241859436035, -9.214168548583984, -3.2378878593444824, -8.897865295410156, -0.6797444820404053, -8.800115585327148, 3.7071444988250732, -9.046905517578125, 2.124396562576294, -9.487886428833008, -9.228897094726562, -8.165533065795898, -6.746705055236816, -9.84259033203125, -8.887327194213867]"
67,MMMLU,"[0.15729001, 1.4071866, 0.87677354, 2.3739216, -7.647868, 1.1999089, -0.51755476, 0.15977395, -0.28821245, -0.011893362, 1.6348426, -0.8432752, -0.35745278, -12.998619, -0.7420723, 0.5815469, -0.31798923, -0.12713148, 1.6966339, 0.18157093]",1.0,"[-11.389409065246582, -6.799317359924316, -11.314767837524414, -12.20012378692627, -5.121872901916504, -11.549893379211426, -10.603551864624023, -11.601613998413086, -11.138952255249023, -10.313876152038574, 1.9542196989059448, 4.778387546539307, -11.356657028198242, 3.015836000442505, -11.472941398620605, -10.887619972229004, -10.590620994567871, -11.519543647766113, -11.166707038879395, -11.180011749267578]"
68,MMMLU-14-languages,"[-0.15606493, 0.06846913, -0.24383633, 0.028393598, -0.09192532, 0.28373265, -0.42746207, -0.19111158, -0.5092178, -0.120989345, -0.062243253, -0.8239479, -0.16640791, -1.1633333, -0.35821402, -0.32368574, -0.14627665, -76.6736, 0.28031558, -0.31293157]",1.0,"[-8.427081108093262, 2.7296342849731445, -9.231891632080078, -7.730962753295898, -9.00378704071045, -9.262947082519531, -8.638638496398926, -8.51430606842041, -8.267385482788086, -9.029552459716797, 1.143236517906189, 2.5877315998077393, -9.385761260986328, 3.501387119293213, -9.005441665649414, -7.8376545906066895, -9.174643516540527, 2.4651060104370117, -9.95252799987793, -7.935573101043701]"
69,MMMU,"[-1.0609845, 0.015297421, 0.2522254, 1.0027424, -0.23555534, -35.33041, -0.68765837, -0.6132126, -0.04935831, 0.3444041, -1.0208235, -1.1928452, 0.45442134, 0.5450151, 0.034359124, -0.1832843, -0.06893457, -0.79489344, 0.66927874, -0.19764744]",1.0,"[-8.17844009399414, -8.911161422729492, -8.979806900024414, -10.14937686920166, -9.545205116271973, 3.315284490585327, -0.9146501421928406, -9.204615592956543, -5.11685848236084, -6.7969970703125, 2.392611265182495, -8.436413764953613, -10.128491401672363, 2.1355550289154053, -9.811820030212402, -8.156630516052246, 3.0657076835632324, -9.596986770629883, -6.785808563232422, -9.006226539611816]"
70,MMMU-pro,"[-0.29307032, -0.025689254, 0.16689377, 0.5548308, 48.10108, -0.21441925, -0.14279401, -0.010409814, -0.19217575, -0.23879409, 1.7143961, -0.684018, -0.23480596, 0.94490516, -0.2677255, -0.31216255, -0.10550748, -0.34890828, 1.4226618, 0.019801196]",1.0,"[-8.006489753723145, -6.155860424041748, -7.9892730712890625, -8.107643127441406, -11.425078392028809, -7.368659973144531, -7.890383243560791, -7.170858860015869, 0.4735172688961029, 2.887237071990967, 2.368178129196167, 4.1897406578063965, -7.608366012573242, 3.503004789352417, -7.741778373718262, -6.789380073547363, -7.361866474151611, -7.673904895782471, 0.8810040950775146, 2.1755588054656982]"
71,MT-AIME2024,"[-67.221375, -0.23370788, -0.21530305, 0.16158007, -0.24779804, 0.28800613, -0.21570405, -0.30130485, -0.5008304, -0.30213994, 1.1975033, -0.355879, 0.026425377, 0.036431894, -0.33887777, -0.28556773, 0.11529304, -0.34229052, 0.20573321, -0.018695276]",1.0,"[-10.552469253540039, -10.699614524841309, -10.778604507446289, -10.508116722106934, -10.519044876098633, -10.790163040161133, -10.799723625183105, -10.681412696838379, -10.597497940063477, -10.541741371154785, 4.622991561889648, -10.517364501953125, -10.514451026916504, 3.551584243774414, -10.653830528259277, -10.669901847839355, -10.727701187133789, -10.591973304748535, -10.907971382141113, -10.73635482788086]"
72,MixEval,"[-0.4432927, -31.668285, 0.6880316, -0.4963508, -0.46676362, 0.5926368, 0.81034356, -2.0155745, 0.8412536, -0.7997696, -1.1162483, -1.2646906, 0.6820611, -2.160951, -0.39695835, -0.14923227, 0.09036947, 0.521116, -1.9454328, -0.062031254]",1.0,"[-7.313070297241211, 2.786287784576416, -8.435405731201172, 0.44881701469421387, -9.043963432312012, -5.89019250869751, -8.190929412841797, -6.70859956741333, -5.368524074554443, -5.835577487945557, 1.1220518350601196, 3.2813720703125, -8.585063934326172, 2.0798330307006836, -6.509556770324707, -7.079367160797119, -8.609152793884277, -8.031872749328613, 0.46635839343070984, -8.159031867980957]"
73,Multi-IF,"[0.22116838, -16.10613, -0.2802544, 0.278824, 0.610123, 0.7173163, -0.54251456, 0.43587083, 0.33189157, 0.24011849, -1.8180768, 0.47701955, -0.7659645, -0.869641, -0.6532846, -0.78439385, 0.28667563, -0.028546523, 12.272724, -0.20661417]",1.0,"[3.609086036682129, 1.022979736328125, -4.718876361846924, -4.818365097045898, -7.4903950691223145, -4.910386085510254, 2.0083706378936768, -2.1653170585632324, -7.525140285491943, -1.0947264432907104, -5.934367656707764, -9.039679527282715, -9.310029983520508, 4.169966220855713, 0.993699312210083, -1.8040361404418945, -6.94040060043335, -3.578794240951538, -7.097849369049072, -8.864311218261719]"
74,MultiPL-E,"[-0.042020556, -0.44420582, -0.15070687, 0.12188051, -0.1855022, 0.09940353, -0.49883303, -0.016687984, -0.46706882, -0.23548159, -0.9291469, -1.1208838, -0.1883975, -1.5037041, -0.29726866, -0.29081947, -69.93613, -0.26432955, 0.16076611, -0.20661928]",1.0,"[-5.216738224029541, 4.738977909088135, -9.447746276855469, -9.007683753967285, -8.286273002624512, -3.3800644874572754, -8.992878913879395, -1.1311033964157104, -7.557628631591797, 0.44202524423599243, 2.370189666748047, -0.8192771077156067, -8.702942848205566, 2.900836229324341, -8.543575286865234, -6.119491100311279, -7.718286514282227, -8.841687202453613, -8.034564971923828, -7.533849716186523]"
75,OSUniverse,"[-1.038337, 1.1874726, 1.390685, -1.842253, -0.28243116, -0.5657007, 1.19971, 1.8207943, -0.15860118, 9.193078, 0.6771824, -0.41874325, 0.03544506, -2.6032233, 0.32777056, -0.5736536, 2.0205429, 0.59480625, 1.2507805, -0.7549407]",1.0,"[-7.1799116134643555, -7.146910190582275, -6.448638916015625, -5.0951924324035645, -0.39356979727745056, -6.8849921226501465, -6.117912769317627, -0.07222733646631241, -3.7770001888275146, 2.0539395809173584, 0.17326611280441284, -5.646717548370361, -5.5887556076049805, -1.947251319885254, -4.681457996368408, -7.0463433265686035, -7.172667026519775, -2.7535393238067627, 4.885085582733154, -4.486047744750977]"
76,OSWorld,"[-0.312224, 0.10045465, 0.048674423, 0.016252212, -0.30311537, -0.52145827, 0.06234609, 0.32770276, -1.3908062, 21.142744, 0.3976699, 0.5192576, -0.13605703, 0.55890965, -0.7295246, 0.7342653, 0.13813773, 1.5815319, -0.03631131, -0.5350978]",1.0,"[-5.0581159591674805, -6.598355770111084, -6.606138706207275, -7.494542598724365, -3.2074289321899414, -6.550639629364014, -6.396446228027344, -7.027482986450195, -6.781619548797607, 1.9815826416015625, 4.581704616546631, -3.5047264099121094, -2.8309595584869385, -0.8394976258277893, -8.228596687316895, -6.236626625061035, -6.582498550415039, -0.09226857125759125, -4.482502460479736, -6.239666938781738]"
77,OTIS Mock AIME 2024-2025,"[-0.07975072, 0.1151021, 0.11425535, -1.3266484, -0.35094115, 0.2146488, -0.10164061, 0.13249862, 0.2298068, -0.5575352, 1.2066215, -1.0155915, 3.9441133, 1.4969919, -0.21509379, -12.070868, -0.6233865, -0.13797082, 1.4634408, -0.7330295]",1.0,"[-3.793152093887329, -4.9728803634643555, -6.633463382720947, -3.1868748664855957, -3.723679542541504, -3.4384450912475586, -4.812621116638184, -3.6906144618988037, -4.213866710662842, -4.120702743530273, 13.321731567382812, -4.787517070770264, -3.256589889526367, -2.982736110687256, -4.27647590637207, -3.771427869796753, -6.224077224731445, -5.166127681732178, -5.615197658538818, -4.341399192810059]"
78,OpenBookQA,"[-0.34288308, -0.89909875, -0.1126979, 0.15615824, 0.10027925, 0.008806887, -0.32649255, -0.25339362, -0.2913655, -0.57286, 0.17759739, 40.74621, -0.23561093, -2.3276334, -0.4876774, -0.35762036, 0.28635693, 0.20860298, 1.0277658, -0.65956426]",1.0,"[-6.142289161682129, -4.5399909019470215, -2.0441415309906006, -3.5483360290527344, -5.250945568084717, -4.990319728851318, -2.8213086128234863, -7.013226509094238, -5.8831377029418945, 12.406730651855469, -4.641818046569824, -8.612446784973145, -6.112077713012695, -8.64500617980957, -4.047040939331055, -5.440298080444336, -3.495253324508667, -5.565783977508545, -7.218689441680908, -5.360019207000732]"
79,PIQA,"[-0.3207458, -2.5433593, -1.312669, -0.5352722, -6.252242, -2.441586, -1.3131616, -2.5090213, 0.6507844, 0.34913957, -1.6708815, -1.8224503, -1.0484339, 3.416844, -0.79438084, -0.72514313, -0.30429757, -1.202326, -1.1492949, 0.0020333852]",1.0,"[-1.2013921737670898, 2.351431369781494, -1.3103643655776978, -2.7950522899627686, 4.471909999847412, 2.121483564376831, 2.7322468757629395, 1.8865848779678345, -3.601292133331299, -2.9694864749908447, 1.9154417514801025, 2.3354909420013428, 2.20988392829895, 0.9528851509094238, -4.751570224761963, -2.0023984909057617, 2.7914466857910156, 2.9079225063323975, 1.346237063407898, -1.6050080060958862]"
80,PolyMath,"[-0.25142005, -0.116847344, -0.1854645, -0.004279837, -0.17544703, 0.12364055, -0.47532684, 62.742077, -0.42808548, -0.14382094, 0.27546808, -1.1382334, -0.08589871, -0.8909613, -0.38639006, -0.3263842, -0.17012447, -0.56540686, 0.4216332, -0.21856417]",1.0,"[1.3386632204055786, -4.151905059814453, -7.670357704162598, -1.2997314929962158, -1.0345267057418823, -7.178999900817871, -6.450835227966309, 1.2673105001449585, -6.498380184173584, -7.19347620010376, 3.5342512130737305, -4.205254077911377, -2.4834671020507812, 2.594996213912964, -7.893428802490234, -5.4296770095825195, -8.10639762878418, -4.837954521179199, 0.9824165105819702, -0.5282684564590454]"
81,SWE Bench Pro,"[0.338521, -0.6049383, -1.4044758, 0.95284414, -0.45321134, -0.81264883, -0.36351788, 0.087701306, -0.6103507, 0.47025424, 2.2865384, -24.087847, -1.2007079, 2.2762735, -0.2618317, -0.37598962, -1.1846622, -0.04490383, 0.3043042, 1.006099]",1.0,"[-8.828099250793457, -9.314164161682129, -8.135429382324219, -8.316614151000977, -8.328943252563477, -9.0521240234375, -8.917937278747559, -8.856087684631348, -1.0140604972839355, -7.718774795532227, 3.7676279544830322, -9.021624565124512, -9.15733528137207, -1.2518651485443115, -8.653831481933594, -8.944066047668457, -8.637831687927246, -9.186986923217773, 2.226283550262451, 3.2295236587524414]"
82,SWE Bench Verified,"[-0.11992963, 0.45757753, 51.17196, 0.47900867, -0.43548885, 0.0746231, -0.2206096, -0.16573776, -0.641318, 0.020960385, 0.6835412, -0.4108872, 0.09800743, 1.0843449, -0.26803002, -0.043642428, -0.24308498, -0.07740148, 0.8623614, -0.08113349]",1.0,"[-9.793657302856445, -10.077995300292969, -12.716008186340332, -8.48098373413086, -4.528591632843018, -8.572720527648926, -9.734890937805176, -9.543447494506836, -9.638406753540039, -9.799443244934082, 3.478947877883911, -8.468884468078613, -9.293564796447754, 4.139413833618164, -9.129617691040039, -9.587852478027344, -10.110177040100098, -9.330141067504883, 2.0934085845947266, 3.5529003143310547]"
83,SWE-Bench verified,"[0.28034297, 0.2791517, 0.11314859, 1.9344348, -0.641643, 0.14839722, 1.4266926, 12.51782, -0.87314135, 2.7397113, -1.9068133, -1.8657715, -0.31178278, 2.9651198, -0.17179948, -0.024296831, 0.04894145, 0.3717198, -0.06465378, 0.06829556]",1.0,"[-7.9035797119140625, -9.965697288513184, 1.6202316284179688, -2.0124149322509766, -7.8265862464904785, -7.277347087860107, -7.801548480987549, -3.2036099433898926, -8.627617835998535, -8.256814002990723, 3.128699779510498, -8.017644882202148, -9.02230167388916, 3.2416164875030518, -8.895777702331543, -8.222111701965332, -8.6222562789917, 3.8403093814849854, 2.278515577316284, -8.715614318847656]"
84,ScienceQA,"[2.3913474, -1.4248308, -0.8299399, 0.49961448, 1.2015965, 1.9849873, -1.2530535, -0.6713278, 1.2750956, -1.4865063, -0.56982493, -1.1812879, 0.21457335, -0.33841282, 0.29536417, -2.3323016, -5.214487, -1.0048422, 3.5500839, 0.70120543]",1.0,"[-6.241832733154297, 2.957918643951416, -5.742581367492676, -5.160852909088135, -7.355806350708008, -2.9631247520446777, -2.7411887645721436, -5.874913215637207, -6.960556507110596, -5.80885124206543, 1.9185218811035156, 4.254889011383057, -7.597286224365234, 2.4592912197113037, -1.060317039489746, -2.562732458114624, 3.1495511531829834, -3.883291721343994, -5.701339244842529, -2.3600943088531494]"
85,SimpleBench,"[0.0107873995, 0.75776887, -0.16237688, -0.124903314, -0.2788271, 0.19045673, -0.29172724, 0.009000309, -0.68705106, -0.2930719, 0.6283988, -0.6580543, 0.16148393, 1.5412513, 0.045084827, -0.15625611, 54.735485, -0.14296827, -0.28903154, -0.025530053]",1.0,"[-7.681029796600342, -10.446905136108398, -9.133355140686035, -7.955926418304443, -9.465956687927246, -9.48132610321045, -7.667013168334961, -9.900731086730957, -6.411207675933838, -8.05820083618164, 2.921968698501587, -8.384057998657227, -9.038202285766602, 3.4636008739471436, -8.207700729370117, -8.788179397583008, 0.8126846551895142, -8.770341873168945, 2.495608329772949, 2.670713424682617]"
86,SimpleQA,"[-0.7093029, 0.8379005, -0.43256897, -0.020698898, 0.11102577, -0.36018124, 0.098369315, -0.0007094671, -1.344888, -0.43245932, -73.31239, -1.1517277, 0.008751788, 1.8464578, -0.16435051, -0.11895436, 0.009479547, -0.088585116, 0.2736061, 0.25770274]",1.0,"[-8.976739883422852, -9.880227088928223, -9.954230308532715, -7.8350653648376465, -9.861956596374512, -9.543810844421387, -9.956122398376465, -6.586424350738525, -9.262557983398438, -10.356982231140137, -8.738282203674316, -5.320133209228516, -9.829145431518555, 10.814026832580566, -10.210396766662598, -8.133880615234375, -9.587313652038574, -9.246397018432617, -9.994977951049805, -4.288766860961914]"
87,SuperGPQA,"[-0.35649967, 0.071253166, -0.08900898, 0.041942388, -0.09993523, 0.11957499, -0.68272334, -0.15834141, -0.6681087, -0.0057363515, 0.7792679, -1.3264906, 0.17288083, -0.18156148, -0.4446728, 47.39567, -0.053585052, -0.12983903, 0.27092102, -0.6663463]",1.0,"[-7.441402435302734, 3.3162286281585693, -8.850875854492188, -7.977262496948242, -8.941226959228516, -7.584873199462891, -8.7121000289917, -7.665290832519531, -8.881336212158203, -8.715239524841309, 3.23707914352417, 1.1638271808624268, -8.904925346374512, 3.627760887145996, -8.9194917678833, 0.5279254913330078, -8.997795104980469, -9.263943672180176, 3.1621031761169434, 2.162682294845581]"
88,Terminal Bench,"[-0.40490353, 0.28699765, 0.8616728, -1.4562442, 0.6875001, -1.1991318, 0.68678856, 0.5441807, 0.7759138, -0.12571429, 3.435379, -3.8062985, 0.6834605, 2.7264645, 0.21328864, 7.066871, -0.3574833, -0.17497812, 7.7933726, -0.020000033]",1.0,"[-6.482720851898193, -9.082853317260742, 3.9344186782836914, -7.976449012756348, -8.321935653686523, -5.289259433746338, -5.875092506408691, -8.229912757873535, -5.987731456756592, -8.690826416015625, -8.669836044311523, -7.573713779449463, -9.090954780578613, 4.075343132019043, -8.0755615234375, -5.130701065063477, -8.457962989807129, -4.420223712921143, -4.512828826904297, -6.942702293395996]"
89,Terminal Bench 2,"[-0.76423556, 0.11453997, 0.3467776, 0.0561346, -0.28921044, -0.17276347, -0.37531093, -0.06542143, 0.4582083, -0.680386, 3.300703, -1.1477665, -0.5783496, -0.7667277, -0.7012427, 0.16358982, 0.9643431, -1.9200885, 1.1604602, -22.110327]",1.0,"[-7.79219388961792, -7.457578182220459, -6.222602844238281, -2.0097861289978027, -5.109374046325684, -8.801573753356934, -8.66026496887207, -8.622749328613281, 3.604813575744629, -6.861144065856934, -6.836406230926514, -7.7150444984436035, -8.45551872253418, -8.558064460754395, -8.363092422485352, -7.778298854827881, -8.702240943908691, -7.958486080169678, 3.6814863681793213, -5.804958820343018]"
90,TextVQA,"[-0.81957847, 1.0085992, -6.1597033, 1.7350078, -1.3057917, -0.7526085, -0.34254533, -0.6016063, -0.70559305, -2.8748996, -0.42728105, -0.44825262, 0.016396366, -0.87814844, -1.534908, -1.2257812, -0.79728633, 0.60629505, 6.7684975, 0.5273642]",1.0,"[-8.555394172668457, 1.5573809146881104, 2.326300621032715, -9.613435745239258, -1.765798568725586, -7.1123948097229, -8.973611831665039, 1.6354904174804688, -5.317797660827637, -2.251044750213623, -9.902261734008789, 3.2464659214019775, -8.429645538330078, -3.682194709777832, 2.7450783252716064, -6.080970287322998, -8.874276161193848, -1.0382319688796997, -10.9418306350708, -3.952279806137085]"
91,The Agent Company,"[0.76460767, 0.68994296, -0.9780424, -0.7933852, -0.40658718, 1.0799776, -0.79632914, -0.10037681, 0.83734804, 0.2927263, -2.029477, -0.98594534, 4.954608, 2.532987, -0.78062916, 7.6296587, 0.89664996, -0.25244612, -2.632463, -1.9291734]",1.0,"[-1.9587360620498657, -8.028679847717285, -5.53784704208374, -7.081631660461426, 1.1291022300720215, -0.058227814733982086, -4.440816879272461, 1.1921895742416382, -1.3947144746780396, -2.184537649154663, -1.6982932090759277, -4.9461259841918945, -2.676344871520996, 4.698156833648682, -7.895857334136963, 2.7212986946105957, -2.979384422302246, -6.669865608215332, -3.6464931964874268, -1.570785641670227]"
92,TheoremQA,"[-0.11870853, 0.0088821305, -1.1803567, -0.09028064, -0.3447988, 1.2634424, -0.3113009, -12.939672, -0.65140283, 2.7708325, -2.5227175, -2.0023417, 0.14684568, 0.18976834, -1.3604125, -0.5694858, -0.30219042, -0.459633, 0.39535657, -0.12841152]",1.0,"[-9.791645050048828, 2.9569294452667236, -9.086101531982422, 0.908860445022583, -7.974067687988281, 2.0363173484802246, -9.252079010009766, -5.730886459350586, -8.237166404724121, -7.118923664093018, -2.7010369300842285, -2.552751302719116, -7.805010795593262, 2.525646924972534, -9.213714599609375, -6.934314727783203, -8.74775505065918, 0.9840682148933411, -7.506052017211914, -9.72576904296875]"
93,TriviaQA,"[-1.3212395, -1.965899, -2.9527752, -0.26979345, -0.43268117, -1.2144028, -0.6916688, 4.2134113, 0.85233873, 0.26951942, -0.8113058, -0.23373087, 0.58423644, -3.1132112, -0.65152836, 0.50465596, -0.124868274, -4.5969152, 1.0735041, -0.7695313]",1.0,"[3.349463701248169, -9.400936126708984, -0.7582793235778809, -8.780996322631836, -8.729938507080078, -8.676409721374512, -9.145125389099121, -0.3664935231208801, -6.492274284362793, -9.624685287475586, 1.8087356090545654, 2.1428918838500977, -8.449346542358398, 3.9885644912719727, -9.272525787353516, -5.938864231109619, -8.630242347717285, 1.488725185394287, -4.889420986175537, -8.519561767578125]"
94,TruthfulQA,"[-0.990379, -1.4787498, 17.49477, 0.3546706, 1.1046131, -0.16370425, -2.1118174, 0.023206117, -0.49835688, -0.30227584, 1.9276541, -2.071844, -0.1246706, -1.8219862, 1.2104092, -0.99312264, 1.2650691, 0.9114487, 0.90085423, 0.08706409]",1.0,"[-4.909759998321533, 3.3755671977996826, -3.04399037361145, 2.4019858837127686, 1.9879308938980103, -8.625608444213867, -7.8152360916137695, -6.150477886199951, -6.189650058746338, -9.639634132385254, -9.687374114990234, 2.4568681716918945, 3.2414751052856445, -2.293844699859619, -2.0628247261047363, -0.32087719440460205, -4.870144844055176, -8.168623924255371, 2.0160093307495117, -4.436144828796387]"
95,VPCT,"[-0.26864088, 0.12232909, 0.0018740289, 1.2136382, 2.0600677, -0.3589713, 0.5955044, -2.0455139, -0.14480157, -0.09399131, 2.3438506, -0.45642734, -0.068001494, -0.3044285, -0.5150457, -0.28971654, -0.8115544, -0.84483224, -0.8924614, 16.012142]",1.0,"[-9.970669746398926, 2.4908087253570557, -8.43114185333252, -8.686408996582031, -8.995294570922852, -5.321761131286621, 0.4247821867465973, -2.8650496006011963, -0.33223310112953186, 0.6090912222862244, 1.6604608297348022, -1.4560788869857788, -9.271955490112305, -1.1231348514556885, -6.763426780700684, -2.519582986831665, 0.47828394174575806, -9.88537883758545, 2.060434579849243, -0.6958751678466797]"
96,VideoMME,"[-1.7343602, -1.1347222, 1.1042844, -1.0697507, -1.078231, 0.76118344, -3.5882099, 1.6500441, -0.04520596, -1.1831858, 1.270815, 1.5365517, 1.5171167, -0.9655507, -1.347348, 5.4132867, -0.5077892, -0.03579897, 0.0484036, -0.29323107]",1.0,"[2.6434314250946045, -7.623230457305908, -6.629509925842285, 3.854344606399536, -7.465755462646484, -4.439758777618408, 1.002734661102295, -7.256415843963623, -6.474363803863525, -0.7690723538398743, 2.216195583343506, -5.291010856628418, -7.56782341003418, 5.192514419555664, -5.837381362915039, -7.19592809677124, -1.6335248947143555, -7.775186538696289, 2.6181654930114746, 3.9886934757232666]"
97,VideoMMMU,"[1.123128, 0.2006691, 0.2507278, -0.020701936, -0.7881409, 0.876862, -1.1700548, -0.4178205, -0.2897259, -21.301174, 3.6866074, 0.8633329, 0.036158394, -0.69719654, -0.4672573, -0.68452233, -0.24527054, 0.43017796, 0.040599752, -0.4732806]",1.0,"[-3.0562050342559814, -3.3321990966796875, -9.674667358398438, -4.8891520500183105, -8.268558502197266, -2.7743723392486572, -6.3991498947143555, -7.133028507232666, -8.254631996154785, 3.3297924995422363, 0.9874878525733948, 1.3494457006454468, -8.20549201965332, 2.5606839656829834, -8.591243743896484, -8.769499778747559, -8.567337036132812, -9.225004196166992, 0.5623428821563721, 2.31168270111084]"
98,WeirdML,"[-0.060678836, 0.28464398, -0.20560552, 0.43201208, -0.31261066, 0.3337437, -0.29058653, -0.15623766, -0.5787787, -0.37139612, 0.19312212, -0.825889, 57.895473, -0.09626793, -0.2973824, -0.12536672, -0.13639513, -0.1952956, 0.0018866635, -0.030600842]",1.0,"[-8.867794036865234, -5.567035675048828, -8.952727317810059, -7.6488237380981445, -7.367829322814941, -5.187445163726807, -7.475398540496826, -7.593275547027588, -2.8638830184936523, -9.270700454711914, 2.8074350357055664, -9.068100929260254, 0.9754837155342102, 3.1882028579711914, -7.1784820556640625, -8.08882999420166, -7.311163902282715, -6.408957004547119, -1.8874961137771606, -4.543432235717773]"
99,Winogrande,"[-0.5566412, -0.38593423, 0.11400261, 0.5281229, -0.48872367, 0.42161313, -0.31055662, -0.053434398, -0.33578998, -0.39269337, -1.2161131, -2.2547572, -0.6342219, -1.7590011, -0.28085473, -0.45941022, 0.036941577, -30.027697, 0.7795296, -0.41878024]",1.0,"[-10.054424285888672, 1.7347602844238281, -8.03731918334961, -10.305266380310059, -9.210082054138184, 1.3359801769256592, -6.324417591094971, -3.575155019760132, -7.314591407775879, -4.3002777099609375, 2.1580514907836914, 3.266787528991699, 2.7728753089904785, 2.8267221450805664, -10.0407075881958, -4.519335746765137, -8.347704887390137, 3.7972114086151123, -0.026152197271585464, -8.691208839416504]"
100,ZebraLogic,"[-0.31576952, 0.36842334, -0.15300837, 0.09533749, -0.2647474, 0.19146806, -0.39374968, -0.13039769, -0.17778562, -0.24614058, 0.3616673, -0.8997136, -0.10205403, -0.84376407, 76.83274, -0.39740676, -0.16198082, -0.48487255, -0.1036635, -0.06669886]",1.0,"[-10.29207992553711, -10.186232566833496, -10.350377082824707, -10.49348258972168, -10.595600128173828, -10.514378547668457, -10.43513011932373, -10.203089714050293, -10.340412139892578, -10.479156494140625, 5.401228904724121, -9.745580673217773, -10.678308486938477, 4.14313268661499, -12.800919532775879, -10.25499153137207, -10.517327308654785, -10.390358924865723, -10.784504890441895, -10.204216003417969]"
